web-scraper-order,web-scraper-start-url,link,link-href,prix,etat,marque,dimension
"1738772442-562","https://www.expat-dakar.com/tv-home-cinema?page=44","TÉLÉVISEUR WOW 65"" SMART ANDROÏDE 4k WA65SU7200C3
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        26. déc. '24, 16:05
                                    
                    289 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/televiseur-wow-65-smart-androide-4k-wa65su7200c3-6242696","289 000 F Cfa","Neuf","Autre","65.0 Pouces"
"1738772445-563","https://www.expat-dakar.com/tv-home-cinema?page=44","TÉLÉVISEUR 65POUCES SAMSUNG SMART 4K UA65CU7100KXXT
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        26. déc. '24, 16:11
                                    
                    479 000 F Cfa
                        
                        783632593","https://www.expat-dakar.com/annonce/televiseur-65pouces-samsung-smart-4k-ua65cu7100kxxt-6242709","479 000 F Cfa","Neuf","Samsung","65.0 Pouces"
"1738772447-564","https://www.expat-dakar.com/tv-home-cinema?page=44","TÉLÉVISEUR WIWLIL 55"" SMART 55QB6W
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        26. déc. '24, 16:40
                                    
                    205 000 F Cfa
                        
                        787962051","https://www.expat-dakar.com/annonce/televiseur-wiwlil-55-smart-55qb6w-6242719","205 000 F Cfa","Neuf","Autre","55.0 Pouces"
"1738772450-565","https://www.expat-dakar.com/tv-home-cinema?page=44","Télé à vendre
                                D'occasionNasco
                                                                                    Médina,
                                                                                Dakar
                                    
                                        27. déc. '24, 08:22
                                    
                    65 000 F Cfa
                        
                        784683418","https://www.expat-dakar.com/annonce/tele-a-vendre-6242782","65 000 F Cfa","D'occasion","Nasco","43.0 Pouces"
"1738772452-566","https://www.expat-dakar.com/tv-home-cinema?page=44","TV SMART HAIER 65"" ANDROID UHD 4K FULL OPTIONS
                                NeufHaier
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        27. déc. '24, 11:17
                                    
            319 900 F Cfa
        
                    350 000 F Cfa
                        
            Économisez 8.6%
        
                        770521414
                    
                        709557473","https://www.expat-dakar.com/annonce/tv-smart-haier-65-android-uhd-4k-full-options-6128455","319 900 F Cfa
        
                    350 000 F Cfa
                        
            Économisez 8.6%","Neuf","Haier","65.0 Pouces"
"1738772455-567","https://www.expat-dakar.com/tv-home-cinema?page=44","TÉLÉVISEUR SMART TECHNOLOGY 55"" SMART ANDROÏDE UHD
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 11:54
                                    
                    205 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/televiseur-smart-technology-55-smart-androide-uhd-6243054","205 000 F Cfa","Neuf","Autre","55.0 Pouces"
"1738772457-568","https://www.expat-dakar.com/tv-home-cinema?page=44","TÉLÉVISEUR TCL 55"" SMART ANDROÏDE 4K P635
                                NeufTCL
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 12:27
                                    
                    249 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/televiseur-tcl-55-smart-androide-4k-p635-6243080","249 000 F Cfa","Neuf","TCL","55.0 Pouces"
"1738772460-569","https://www.expat-dakar.com/tv-home-cinema?page=44","TÉLÉVISEUR SAMSUNG 65"" SMART UHD 4K
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:58
                                    
                    479 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/televiseur-samsung-65-smart-uhd-4k-6243087","479 000 F Cfa","Neuf","Samsung","65.0 Pouces"
"1738772462-570","https://www.expat-dakar.com/tv-home-cinema?page=44","TÉLÉVISEURS 43  pouce ANDROÏDE SMART AMAZ
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 16:47
                                    
                    100 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-43-pouce-androide-smart-amaz-6243263","100 000 F Cfa","Neuf","Autre","43.0 Pouces"
"1738772465-571","https://www.expat-dakar.com/tv-home-cinema?page=44","TÉLÉVISEURS 32 pouce SMART ANDROÏDE AMAZ
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 16:49
                                    
                    65 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-32-pouce-smart-androide-amaz-6243267","65 000 F Cfa","Neuf","Autre","32.0 Pouces"
"1738772470-572","https://www.expat-dakar.com/tv-home-cinema?page=43","TÉLÉVISEURS 85 pouce HISENSE SMART UHD 4K
                                NeufHisense
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 18:26
                                    
                    825 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-85-pouce-hisense-smart-uhd-4k-6243308","825 000 F Cfa","Neuf","Hisense","85.0 Pouces"
"1738772473-573","https://www.expat-dakar.com/tv-home-cinema?page=43","Téléviseur Samsung 65 Pouces
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 21:05
                                    
                                            Vendeur vérifié
                                        
            410 000 F Cfa
        
                    450 000 F Cfa
                        
            Économisez 8.9%
        
                        776270457
                    
                        766858780","https://www.expat-dakar.com/annonce/televiseur-samsung-65-pouces-6234344","410 000 F Cfa
        
                    450 000 F Cfa
                        
            Économisez 8.9%","Neuf","Samsung","65.0 Pouces"
"1738772475-574","https://www.expat-dakar.com/tv-home-cinema?page=43","TÉLÉVISEUR 42POUCES IBSON LED IB42FT1002
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 09:49
                                    
                    89 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/televiseur-42pouces-ibson-led-ib42ft1002-6243506","89 000 F Cfa","Neuf","Autre","42.0 Pouces"
"1738772478-575","https://www.expat-dakar.com/tv-home-cinema?page=43","TÉLÉVISEUR 42POUCES AMAZ LED AMFT1002
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:02
                                    
                    89 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/televiseur-42pouces-amaz-led-amft1002-6243516","89 000 F Cfa","Neuf","Autre","42.0 Pouces"
"1738772480-576","https://www.expat-dakar.com/tv-home-cinema?page=43","TÉLÉVISEUR 32POUCES IBSON LED IB32FT1002
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:05
                                    
                    62 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/televiseur-32pouces-ibson-led-ib32ft1002-6243519","62 000 F Cfa","Neuf","Autre","32.0 Pouces"
"1738772483-577","https://www.expat-dakar.com/tv-home-cinema?page=43","TÉLÉVISEUR 75POUCES HISENSE WHITEBOARD SMART UHD 4K TACTILE
                                NeufHisense
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:18
                                    
                    1 600 000 F Cfa
                        
                        787352634","https://www.expat-dakar.com/annonce/televiseur-75pouces-hisense-whiteboard-smart-uhd-4k-tactile-6241769","1 600 000 F Cfa","Neuf","Hisense","75.0 Pouces"
"1738772485-578","https://www.expat-dakar.com/tv-home-cinema?page=43","TÉLÉVISEUR 32POUCES IBSON SMART ANDROID IB32FT1002S
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:25
                                    
                    73 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/televiseur-32pouces-ibson-smart-android-ib32ft1002s-6243514","73 000 F Cfa","Neuf","Autre","32.0 Pouces"
"1738772488-579","https://www.expat-dakar.com/tv-home-cinema?page=43","TÉLÉVISEUR 42POUCES IBSON SMART ANDROID IB42FT1002S
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:26
                                    
                    105 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/televiseur-42pouces-ibson-smart-android-ib42ft1002s-6243511","105 000 F Cfa","Neuf","Autre","42.0 Pouces"
"1738772490-580","https://www.expat-dakar.com/tv-home-cinema?page=43","TÉLÉVISEURS HISENSE 40 pouce smart tv
                                NeufHisense
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:26
                                    
                    118 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-hisense-40-pouce-smart-tv-6243512","118 000 F Cfa","Neuf","Hisense","40.0 Pouces"
"1738772493-581","https://www.expat-dakar.com/tv-home-cinema?page=43","Téléviseurs 42 pouce androïde smart tv IBSON
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:26
                                    
                    95 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-42-pouce-androide-smart-tv-ibson-6243505","95 000 F Cfa","Neuf","Autre","42.0 Pouces"
"1738772498-582","https://www.expat-dakar.com/tv-home-cinema?page=42","Box TV mortal T1
                                NeufAutre
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:29
                                    
                    50 000 F Cfa
                        
                        778804970
                    
                        787908654","https://www.expat-dakar.com/annonce/box-tv-mortal-t1-6243324","50 000 F Cfa","Neuf","Autre",""
"1738772500-583","https://www.expat-dakar.com/tv-home-cinema?page=42","TÉLÉVISEUR 65POUCES HISENSE WHITEBOARD SMART UHD 4K TACTILE
                                NeufHisense
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:29
                                    
                    1 500 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/televiseur-65pouces-hisense-whiteboard-smart-uhd-4k-tactile-6243524","1 500 000 F Cfa","Neuf","Hisense","65.0 Pouces"
"1738772503-584","https://www.expat-dakar.com/tv-home-cinema?page=42","Box Tv Version mondiale Mortal smart
                                NeufAutre
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        28. déc. '24, 10:29
                                    
                    45 000 F Cfa
                        
                        778804970
                    
                        787908654","https://www.expat-dakar.com/annonce/box-tv-version-mondiale-mortal-smart-6243316","45 000 F Cfa","Neuf","Autre",""
"1738772505-585","https://www.expat-dakar.com/tv-home-cinema?page=42","SMART TV SAMSUNG 65 CU7000 4K UHD
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        26. déc. '24, 08:36
                                    
                                            Vendeur vérifié
                                        
                    550 000 F Cfa
                        
                        775267261","https://www.expat-dakar.com/annonce/smart-tv-samsung-65-cu7000-4k-uhd-6052839","550 000 F Cfa","Neuf","Samsung","65.0 Pouces"
"1738772508-586","https://www.expat-dakar.com/tv-home-cinema?page=42","TELEVISEUR SAMSUNG 55 SMART TACTIL INTERACTIF LH55WMBWBGCXEN
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        29. déc. '24, 10:40
                                    
                    1 075 000 F Cfa
                        
                        773448645","https://www.expat-dakar.com/annonce/televiseur-samsung-55-smart-tactil-interactif-lh55wmbwbgcxen-6243973","1 075 000 F Cfa","Neuf","Samsung","55.0 Pouces"
"1738772510-587","https://www.expat-dakar.com/tv-home-cinema?page=42","TÉLÉVISEURS TCL 43 pouce androïde smart TV
                                NeufTCL
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        29. déc. '24, 14:16
                                    
                    150 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-tcl-43-pouce-androide-smart-tv-6243717","150 000 F Cfa","Neuf","TCL","43.0 Pouces"
"1738772513-588","https://www.expat-dakar.com/tv-home-cinema?page=42","Télévision hisense 55 smart tv
                                NeufHisense
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        29. déc. '24, 15:12
                                    
                    265 000 F Cfa
                        
                        772095510","https://www.expat-dakar.com/annonce/television-hisense-55-smart-tv-6244057","265 000 F Cfa","Neuf","Hisense",""
"1738772516-589","https://www.expat-dakar.com/tv-home-cinema?page=42","Tv 43 pouce ibson smart tv
                                NeufAutre
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        29. déc. '24, 15:22
                                    
                    99 900 F Cfa
                        
                        772095510","https://www.expat-dakar.com/annonce/tv-43-pouce-ibson-smart-tv-6244059","99 900 F Cfa","Neuf","Autre",""
"1738772518-590","https://www.expat-dakar.com/tv-home-cinema?page=42","Tv hisense 40 pouce smart tv
                                NeufHisense
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        29. déc. '24, 15:26
                                    
                    130 000 F Cfa
                        
                        772095510","https://www.expat-dakar.com/annonce/tv-hisense-40-pouce-smart-tv-6244060","130 000 F Cfa","Neuf","Hisense",""
"1738772521-591","https://www.expat-dakar.com/tv-home-cinema?page=42","Smart TV Google TCL 75"" Classe 5 Série 4K QLED
                                NeufTCL
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        29. déc. '24, 17:26
                                    
                    675 000 F Cfa
                        
                        772391010
                    
                        773041633
                    
                        338357221","https://www.expat-dakar.com/annonce/smart-tv-google-tcl-75-classe-5-serie-4k-qled-6244100","675 000 F Cfa","Neuf","TCL","75.0 Pouces"
"1738772526-592","https://www.expat-dakar.com/tv-home-cinema?page=41","Tv à vendre
                                D'occasionNasco
                                                                                    Médina,
                                                                                Dakar
                                    
                                        30. déc. '24, 07:16
                                    
                    65 000 F Cfa
                        
                        774275473","https://www.expat-dakar.com/annonce/tv-a-vendre-6244091","65 000 F Cfa","D'occasion","Nasco","43.0 Pouces"
"1738772528-593","https://www.expat-dakar.com/tv-home-cinema?page=41","Téléviseur Astech 50 Smart android
                                NeufAstech 
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. déc. '24, 11:04
                                    
                    250 000 F Cfa
                        
                        774578888
                    
                        338238580
                    
                        784455800","https://www.expat-dakar.com/annonce/televiseur-astech-50-smart-android-5981369","250 000 F Cfa","Neuf","Astech","50.0 Pouces"
"1738772531-594","https://www.expat-dakar.com/tv-home-cinema?page=41","TV Sony 75 pouces Smart  Android
                                NeufSony
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. déc. '24, 11:15
                                    
                    1 200 000 F Cfa
                        
                        774578888
                    
                        338238580
                    
                        784455800","https://www.expat-dakar.com/annonce/tv-sony-75-pouces-smart-android-5272282","1 200 000 F Cfa","Neuf","Sony","75.0 Pouces"
"1738772533-595","https://www.expat-dakar.com/tv-home-cinema?page=41","TÉLÉVISEURS HISENSE 65 pouce smart TV
                                NeufHisense
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. déc. '24, 12:38
                                    
                    350 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-hisense-65-pouce-smart-tv-6244523","350 000 F Cfa","Neuf","Hisense","65.0 Pouces"
"1738772536-596","https://www.expat-dakar.com/tv-home-cinema?page=41","TÉLÉVISEURS 32 pouce led simple AMAZ
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. déc. '24, 16:42
                                    
                    55 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-32-pouce-led-simple-amaz-6244703","55 000 F Cfa","Neuf","Autre","32.0 Pouces"
"1738772538-597","https://www.expat-dakar.com/tv-home-cinema?page=41","TÉLÉVISEURS SAMSUNG 85 pouce smart androïde 4KTV
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. déc. '24, 17:07
                                    
                    1 150 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-samsung-85-pouce-smart-androide-4ktv-6244725","1 150 000 F Cfa","Neuf","Samsung","85.0 Pouces"
"1738772540-598","https://www.expat-dakar.com/tv-home-cinema?page=41","Smart TV VIZIO 55"" Class Quantum 4K QLED HDR (NEUF)
                                NeufAutre
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        30. déc. '24, 21:32
                                    
                    250 000 F Cfa
                        
                        772391010
                    
                        773041633
                    
                        338357221","https://www.expat-dakar.com/annonce/smart-tv-vizio-55-class-quantum-4k-qled-hdr-neuf-6244796","250 000 F Cfa","Neuf","Autre",""
"1738772543-599","https://www.expat-dakar.com/tv-home-cinema?page=41","iptv soft premium
                                NeufAutre
                                                                                    Sacré-cœur,
                                                                                Dakar
                                    
                                        30. déc. '24, 22:29
                                    
                    20 000 F Cfa
                        
                        774575152","https://www.expat-dakar.com/annonce/iptv-soft-premium-6244816","20 000 F Cfa","Neuf","Autre",""
"1738772546-600","https://www.expat-dakar.com/tv-home-cinema?page=41","iptv ultra Classic
                                NeufAutre
                                                                                    Sacré-cœur,
                                                                                Dakar
                                    
                                        30. déc. '24, 23:11
                                    
                    25 000 F Cfa
                        
                        774575152","https://www.expat-dakar.com/annonce/iptv-ultra-classic-6244837","25 000 F Cfa","Neuf","Autre",""
"1738772548-601","https://www.expat-dakar.com/tv-home-cinema?page=41","Télécommande box android
                                NeufAutre
                                                                                    Zone de captage,
                                                                                Dakar
                                    
                                        31. déc. '24, 08:33
                                    
                    2 000 F Cfa
                        
                        776494961
                    
                        776511579
                    
                        775413465","https://www.expat-dakar.com/annonce/telecommande-box-android-6244768","2 000 F Cfa","Neuf","Autre",""
"1738772553-602","https://www.expat-dakar.com/tv-home-cinema?page=40","𝙏é𝙡é𝙫𝙞𝙨𝙚𝙪𝙧 𝙎𝙢𝙖𝙧𝙩 𝙏𝙑 𝘼𝙣𝙙𝙧𝙤𝙞𝙙 HD 32"" 𝙉𝙀𝙐𝙁 à 𝙫𝙚𝙣𝙙𝙧𝙚
                                NeufAutre
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        31. déc. '24, 08:42
                                    
                    80 000 F Cfa
                        
                        765190446
                    
                        772038938
                    
                        764257995","https://www.expat-dakar.com/annonce/ee-hd-32-a-6244765","80 000 F Cfa","Neuf","Autre","32.0 Pouces"
"1738772555-603","https://www.expat-dakar.com/tv-home-cinema?page=40","TÉLÉVISEUR 65POUCES SAMSUNG SMART UHD 4K
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        31. déc. '24, 09:36
                                    
                    469 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/televiseur-65pouces-samsung-smart-uhd-4k-6245064","469 000 F Cfa","Neuf","Samsung","65.0 Pouces"
"1738772557-604","https://www.expat-dakar.com/tv-home-cinema?page=40","TELEVISEUR SAMSUNG 85"" SMART 4K ANDROID 85DU7170
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        31. déc. '24, 09:43
                                    
                    1 250 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/televiseur-samsung-85-smart-4k-android-85du7170-6245074","1 250 000 F Cfa","Neuf","Samsung","85.0 Pouces"
"1738772560-605","https://www.expat-dakar.com/tv-home-cinema?page=40","TELEVISEUR SAMSUNG 85"" SMART TACTIL INTERACTIVE
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        31. déc. '24, 09:55
                                    
                    2 300 000 F Cfa
                        
                        787352634","https://www.expat-dakar.com/annonce/televiseur-samsung-85-smart-tactil-interactive-6245089","2 300 000 F Cfa","Neuf","Samsung","85.0 Pouces"
"1738772562-606","https://www.expat-dakar.com/tv-home-cinema?page=40","TELEVISEUR SAMSUNG 65POUCES SMART TACTIL INTERACTIF
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        31. déc. '24, 10:01
                                    
                    1 250 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/televiseur-samsung-65pouces-smart-tactil-interactif-6245095","1 250 000 F Cfa","Neuf","Samsung","65.0 Pouces"
"1738772565-607","https://www.expat-dakar.com/tv-home-cinema?page=40","CASQUE SANS FIL ET ECOUTEURS SONY WHCH520
                                NeufSony
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        31. déc. '24, 10:06
                                    
                    69 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/casque-sans-fil-et-ecouteurs-sony-whch520-6245098","69 000 F Cfa","Neuf","Sony",""
"1738772567-608","https://www.expat-dakar.com/tv-home-cinema?page=40","tv smart android 55"" uhd 4k full options
                                NeufHaier
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        31. déc. '24, 11:11
                                    
            229 900 F Cfa
        
                    270 000 F Cfa
                        
            Économisez 14.9%
        
                        770521414
                    
                        709557473","https://www.expat-dakar.com/annonce/tv-smart-android-55-uhd-4k-full-options-6132681","229 900 F Cfa
        
                    270 000 F Cfa
                        
            Économisez 14.9%","Neuf","Haier","55.0 Pouces"
"1738772570-609","https://www.expat-dakar.com/tv-home-cinema?page=40","TÉLÉVISEURS 65 SAMSUNG SMART TV DU7000
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        31. déc. '24, 13:11
                                    
                    450 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-65-samsung-smart-tv-du7000-6245212","450 000 F Cfa","Neuf","Samsung","65.0 Pouces"
"1738772572-610","https://www.expat-dakar.com/tv-home-cinema?page=40","Télévision WIWlil 32 pouces smart tv
                                NeufAutre
                                                                                    Castor,
                                                                                Dakar
                                    
                                        31. déc. '24, 13:36
                                    
                    68 000 F Cfa
                        
                        775119188
                    
                        338242911","https://www.expat-dakar.com/annonce/television-wiwlil-32-pouces-smart-tv-6201129","68 000 F Cfa","Neuf","Autre","32.0 Pouces"
"1738772574-611","https://www.expat-dakar.com/tv-home-cinema?page=40","Support mural tv 40 75
                                NeufSamsung
                                                                                    Dieuppeul,
                                                                                Dakar
                                    
                                        31. déc. '24, 13:40
                                    
                                            Vendeur vérifié
                                        
                    30 000 F Cfa
                        
                        775573199
                    
                        775573199
                    
                        338686474","https://www.expat-dakar.com/annonce/support-mural-tv-40-75-5338213","30 000 F Cfa","Neuf","Samsung","5.0 Pouces"
"1738772579-612","https://www.expat-dakar.com/tv-home-cinema?page=39","8gb 128gb Box tv Android13
                                NeufAutre
                                                                                    Grand-Yoff,
                                                                                Dakar
                                    
                                        31. déc. '24, 16:41
                                    
                                            Vendeur vérifié
                                        
            35 000 F Cfa
        
                    45 000 F Cfa
                        
            Économisez 22.2%
        
                        772578471","https://www.expat-dakar.com/annonce/8gb-128gb-box-tv-android13-5962939","35 000 F Cfa
        
                    45 000 F Cfa
                        
            Économisez 22.2%","Neuf","Autre",""
"1738772582-613","https://www.expat-dakar.com/tv-home-cinema?page=39","Smart tv 32 pouces Star track (wifi +Android)
                                NeufStar
                                                                                    Médina,
                                                                                Dakar
                                    
                                        31. déc. '24, 16:51
                                    
                                            Vendeur vérifié
                                        
                    75 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096","https://www.expat-dakar.com/annonce/smart-tv-32-pouces-star-track-wifi-android-5967977","75 000 F Cfa","Neuf","Star","32.0 Pouces"
"1738772584-614","https://www.expat-dakar.com/tv-home-cinema?page=39","TELEVISEUR SAMSUNG 98"" SMART 4K 98DU9070
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        1. janv., 01:04
                                    
                    2 600 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/televiseur-samsung-98-smart-4k-98du9070-6245418","2 600 000 F Cfa","Neuf","Samsung","98.0 Pouces"
"1738772586-615","https://www.expat-dakar.com/tv-home-cinema?page=39","TELEVISEUR SAMSUNG 75"" SMART TACTIL INTERACTIVE
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        1. janv., 01:10
                                    
                    1 700 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/televiseur-samsung-75-smart-tactil-interactive-6245419","1 700 000 F Cfa","Neuf","Samsung","75.0 Pouces"
"1738772589-616","https://www.expat-dakar.com/tv-home-cinema?page=39","TELEVISEUR SAMSUNG 55"" SMART TACTIL INTERACTIF
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        1. janv., 01:15
                                    
                    1 100 000 F Cfa
                        
                        784111819","https://www.expat-dakar.com/annonce/televiseur-samsung-55-smart-tactil-interactif-6245420","1 100 000 F Cfa","Neuf","Samsung","55.0 Pouces"
"1738772591-617","https://www.expat-dakar.com/tv-home-cinema?page=39","CASQUE SANS FIL SONY A REDUIRE DE BRUIT
                                NeufSony
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        1. janv., 01:20
                                    
                    169 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/casque-sans-fil-sony-a-reduire-de-bruit-6245421","169 000 F Cfa","Neuf","Sony",""
"1738772593-618","https://www.expat-dakar.com/tv-home-cinema?page=39","Smart TV 43"" ROCH 109Cm
                                NeufRoch
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        1. janv., 11:30
                                    
                    135 000 F Cfa
                        
                        778452442
                    
                        778452442","https://www.expat-dakar.com/annonce/smart-tv-43-roch-109cm-6068587","135 000 F Cfa","Neuf","Roch","43.0 Pouces"
"1738772596-619","https://www.expat-dakar.com/tv-home-cinema?page=39","Smart tv TCL 55"" Android 4K UltraHD
                                NeufTCL
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        1. janv., 11:30
                                    
                    275 000 F Cfa
                        
                        778452442
                    
                        778452442","https://www.expat-dakar.com/annonce/smart-tv-tcl-55-android-4k-ultrahd-4484732","275 000 F Cfa","Neuf","TCL","55.0 Pouces"
"1738772598-620","https://www.expat-dakar.com/tv-home-cinema?page=39","Tv 43 pouce Samsung smart tv
                                NeufSamsung
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        1. janv., 18:33
                                    
                    225 000 F Cfa
                        
                        772095510","https://www.expat-dakar.com/annonce/tv-43-pouce-samsung-smart-tv-6245687","225 000 F Cfa","Neuf","Samsung",""
"1738772600-621","https://www.expat-dakar.com/tv-home-cinema?page=39","Tv 55 Samsung smart tv
                                NeufSamsung
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        1. janv., 18:37
                                    
                    330 000 F Cfa
                        
                        772095510","https://www.expat-dakar.com/annonce/tv-55-samsung-smart-tv-6245691","330 000 F Cfa","Neuf","Samsung",""
